assay,method,mixing_score,purity_score,reduction,ndim,features_ngenes
RNA,Scanorama,48.43,64.425,Scanorama_10_sigma15_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.1500..60.0..e0758c66a6a70d30247817bce8502135,,1500
RNA,Scanorama,49.03,61.0125,Scanorama_10_sigma15_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.2000..60.0..e0758c66a6a70d30247817bce8502135,,2000
RNA,Scanorama,45.56,56.685,Scanorama_10_sigma15_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.3000..60.0..e0758c66a6a70d30247817bce8502135,,3000
RNA,Scanorama,64.085,66.1575,Scanorama_10_sigma15_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.500..60.0..e0758c66a6a70d30247817bce8502135,,500
RNA,Scanorama,56.075,64.0325,Scanorama_10_sigma15_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.750..60.0..e0758c66a6a70d30247817bce8502135,,750
RNA,Scanorama,56.14,78.1225,Scanorama_10_sigma15_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.1000..60.0..e0758c66a6a70d30247817bce8502135,,1000
RNA,Scanorama,47.7,79.17,Scanorama_10_sigma15_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.1500..60.0..e0758c66a6a70d30247817bce8502135,,1500
RNA,Scanorama,44.98,73.475,Scanorama_10_sigma15_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.2000..60.0..e0758c66a6a70d30247817bce8502135,,2000
RNA,Scanorama,47.46,73.2875,Scanorama_10_sigma15_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.3000..60.0..e0758c66a6a70d30247817bce8502135,,3000
RNA,Scanorama,63.18,81.4525,Scanorama_10_sigma15_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.500..60.0..e0758c66a6a70d30247817bce8502135,,500
RNA,Scanorama,58.135,77.37,Scanorama_10_sigma15_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.750..60.0..e0758c66a6a70d30247817bce8502135,,750
RNA,Scanorama,56.285,51.6725,Scanorama_11_sigma50_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.1000..60.0..e0758c66a6a70d30247817bce8502135,,1000
RNA,Scanorama,48.6,61.1475,Scanorama_11_sigma50_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.1500..60.0..e0758c66a6a70d30247817bce8502135,,1500
RNA,Scanorama,50.98,59.065,Scanorama_11_sigma50_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.2000..60.0..e0758c66a6a70d30247817bce8502135,,2000
RNA,Scanorama,45.89,55.6675,Scanorama_11_sigma50_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.3000..60.0..e0758c66a6a70d30247817bce8502135,,3000
RNA,Scanorama,55.875,46.005,Scanorama_11_sigma50_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.500..60.0..e0758c66a6a70d30247817bce8502135,,500
RNA,Scanorama,56.72,44.8325,Scanorama_11_sigma50_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.750..60.0..e0758c66a6a70d30247817bce8502135,,750
scVI,scVI,62.205,81.9275,scVI_0_200_0.025_2_128_gene_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1000_95b644b3dad49b61fb72690e39ca45aa,50,1000
scVI,scVI,63.545,82.38,scVI_0_200_0.025_2_128_gene_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.750_95b644b3dad49b61fb72690e39ca45aa,50,750
scVI,scVI,65.09,78.775,scVI_0_200_0.025_2_128_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1000_a27d062197f4161ad98b5b22bf738def,90,1000
scVI,scVI,66.355,77.4325,scVI_0_200_0.025_2_128_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.750_a27d062197f4161ad98b5b22bf738def,90,750
scVI,scVI,64.915,78.745,scVI_0_400_0.025_2_128_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1000_e86d95166657a332fb6d87bf3a31ad37,90,1000
scVI,scVI,66.785,83.6775,scVI_0_400_0.025_2_128_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.750_e86d95166657a332fb6d87bf3a31ad37,90,750
scVI,scVI,62.28,82.5175,scVI_1_200_0.025_3_128_gene_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1000_95b644b3dad49b61fb72690e39ca45aa,50,1000
scVI,scVI,64.345,78.0325,scVI_1_200_0.025_3_128_gene_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.750_95b644b3dad49b61fb72690e39ca45aa,50,750
scVI,scVI,63.845,83.0275,scVI_1_200_0.025_3_128_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1000_a27d062197f4161ad98b5b22bf738def,90,1000
scVI,scVI,64.455,84.385,scVI_1_200_0.025_3_128_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.750_a27d062197f4161ad98b5b22bf738def,90,750
scVI,scVI,63.625,77.135,scVI_1_400_0.025_3_128_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1000_e86d95166657a332fb6d87bf3a31ad37,90,1000
scVI,scVI,64.855,80.875,scVI_1_400_0.025_3_128_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.750_e86d95166657a332fb6d87bf3a31ad37,90,750
scVI,scVI,58.985,79.6875,scVI_2_200_0.025_4_128_gene_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1000_95b644b3dad49b61fb72690e39ca45aa,50,1000
scVI,scVI,61.6,77.5975,scVI_2_200_0.025_4_128_gene_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.750_95b644b3dad49b61fb72690e39ca45aa,50,750
scVI,scVI,60.185,76.65,scVI_2_200_0.025_4_128_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1000_a27d062197f4161ad98b5b22bf738def,90,1000
scVI,scVI,61.86,79.29,scVI_2_200_0.025_4_128_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.750_a27d062197f4161ad98b5b22bf738def,90,750
scVI,scVI,61.44,75.8775,scVI_2_400_0.025_4_128_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1000_e86d95166657a332fb6d87bf3a31ad37,90,1000
scVI,scVI,63.21,78.925,scVI_2_400_0.025_4_128_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.750_e86d95166657a332fb6d87bf3a31ad37,90,750
scVI,scVI,64.385,82.5925,scVI_3_200_0.025_2_256_gene_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1000_95b644b3dad49b61fb72690e39ca45aa,50,1000
scVI,scVI,65.655,78.1575,scVI_3_200_0.025_2_256_gene_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.750_95b644b3dad49b61fb72690e39ca45aa,50,750
scVI,scVI,67.265,74.3875,scVI_3_200_0.025_2_256_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1000_a27d062197f4161ad98b5b22bf738def,90,1000
scVI,scVI,68.965,71.2375,scVI_3_200_0.025_2_256_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.750_a27d062197f4161ad98b5b22bf738def,90,750
scVI,scVI,69.785,77.46,scVI_3_400_0.025_2_256_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1000_e86d95166657a332fb6d87bf3a31ad37,90,1000
scVI,scVI,71.065,80.775,scVI_3_400_0.025_2_256_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.750_e86d95166657a332fb6d87bf3a31ad37,90,750
RNA,Scanorama,58.05,75.8425,Scanorama_9_sigma50_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.1000..60.0..e0758c66a6a70d30247817bce8502135,,1000
RNA,Scanorama,52.87,79.41,Scanorama_9_sigma50_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.1500..60.0..e0758c66a6a70d30247817bce8502135,,1500
RNA,Scanorama,45.825,74.285,Scanorama_9_sigma50_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.2000..60.0..e0758c66a6a70d30247817bce8502135,,2000
RNA,Scanorama,45.685,72.6075,Scanorama_9_sigma50_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.3000..60.0..e0758c66a6a70d30247817bce8502135,,3000
RNA,Scanorama,54.31,76.4225,Scanorama_9_sigma50_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.500..60.0..e0758c66a6a70d30247817bce8502135,,500
RNA,Scanorama,57.54,74.13,Scanorama_9_sigma50_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.750..60.0..e0758c66a6a70d30247817bce8502135,,750
scVI,scVI,55.27,89.1425,scVI_0_20_0.1_1_128..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1000_d842bf4c63b8fee2b6d1ade43f654023,50,1000
scVI,scVI,51.945,86.8175,scVI_0_20_0.1_1_128..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1500_d842bf4c63b8fee2b6d1ade43f654023,50,1500
scVI,scVI,48.13,90.7925,scVI_0_20_0.1_1_128..scVI..50..features_RNA.log.vst.split_Batch_ID.features.2000_d842bf4c63b8fee2b6d1ade43f654023,50,2000
scVI,scVI,43.44,91.58,scVI_0_20_0.1_1_128..scVI..50..features_RNA.log.vst.split_Batch_ID.features.3000_d842bf4c63b8fee2b6d1ade43f654023,50,3000
scVI,scVI,60.485,83.8475,scVI_0_20_0.1_1_128..scVI..50..features_RNA.log.vst.split_Batch_ID.features.500_d842bf4c63b8fee2b6d1ade43f654023,50,500
scVI,scVI,57.055,87.975,scVI_0_20_0.1_1_128..scVI..50..features_RNA.log.vst.split_Batch_ID.features.750_d842bf4c63b8fee2b6d1ade43f654023,50,750
scVI,scVI,56.08,88.24,scVI_0_20_0.1_2_128..scVI..30..features_RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00,30,1000
scVI,scVI,53.41,84.7575,scVI_0_20_0.1_2_128..scVI..30..features_RNA.log.vst.split_Batch_ID.features.1500_9625657cf22d373e46bdde89031e6f00,30,1500
scVI,scVI,51.98,86.22,scVI_0_20_0.1_2_128..scVI..30..features_RNA.log.vst.split_Batch_ID.features.2000_9625657cf22d373e46bdde89031e6f00,30,2000
scVI,scVI,47.535,87.71,scVI_0_20_0.1_2_128..scVI..30..features_RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00,30,3000
scVI,scVI,61.45,88.6925,scVI_0_20_0.1_2_128..scVI..30..features_RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00,30,500
scVI,scVI,58.49,90.085,scVI_0_20_0.1_2_128..scVI..30..features_RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00,30,750
scVI,scVI,57.575,88.67,scVI_0_20_0.1_2_256..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1000_fb0c4430d8280cd23d2956b80b45c5bb,50,1000
scVI,scVI,52.455,90.725,scVI_0_20_0.1_2_256..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1500_fb0c4430d8280cd23d2956b80b45c5bb,50,1500
scVI,scVI,50.84,93.15,scVI_0_20_0.1_2_256..scVI..50..features_RNA.log.vst.split_Batch_ID.features.2000_fb0c4430d8280cd23d2956b80b45c5bb,50,2000
scVI,scVI,45.845,88.82,scVI_0_20_0.1_2_256..scVI..50..features_RNA.log.vst.split_Batch_ID.features.3000_fb0c4430d8280cd23d2956b80b45c5bb,50,3000
scVI,scVI,61.78,82.635,scVI_0_20_0.1_2_256..scVI..50..features_RNA.log.vst.split_Batch_ID.features.500_fb0c4430d8280cd23d2956b80b45c5bb,50,500
scVI,scVI,58.505,85.7675,scVI_0_20_0.1_2_256..scVI..50..features_RNA.log.vst.split_Batch_ID.features.750_fb0c4430d8280cd23d2956b80b45c5bb,50,750
scVI,scVI,52.45,89.0025,scVI_1_10_0.1_2_256..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1000_6bcfab0e71be7b8b8187521a7dab74bb,80,1000
scVI,scVI,53.325,86.9825,scVI_1_10_0.1_2_256..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1000_7e63be155c506f1a4cd2006d80c9563f,80,1000
scVI,scVI,55.055,88.165,scVI_1_10_0.1_2_256..scVI..80..features_RNA.log.vst.split_Batch_ID.features.750_6bcfab0e71be7b8b8187521a7dab74bb,80,750
scVI,scVI,55.195,87.2825,scVI_1_10_0.1_2_256..scVI..80..features_RNA.log.vst.split_Batch_ID.features.750_7e63be155c506f1a4cd2006d80c9563f,80,750
scVI,scVI,58.08,86.3725,scVI_1_20_0.1_1_128..scVI..60..features_RNA.log.vst.split_Batch_ID.features.1000_d842bf4c63b8fee2b6d1ade43f654023,60,1000
scVI,scVI,53.915,89.5725,scVI_1_20_0.1_1_128..scVI..60..features_RNA.log.vst.split_Batch_ID.features.1500_d842bf4c63b8fee2b6d1ade43f654023,60,1500
scVI,scVI,63.255,83.12,scVI_10_40_0.1_2_256..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1000_6bcfab0e71be7b8b8187521a7dab74bb,80,1000
scVI,scVI,63.05,85.805,scVI_10_40_0.1_2_256..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1000_7e63be155c506f1a4cd2006d80c9563f,80,1000
scVI,scVI,64.325,85.25,scVI_10_40_0.1_2_256..scVI..80..features_RNA.log.vst.split_Batch_ID.features.750_6bcfab0e71be7b8b8187521a7dab74bb,80,750
scVI,scVI,65.255,82.7925,scVI_10_40_0.1_2_256..scVI..80..features_RNA.log.vst.split_Batch_ID.features.750_7e63be155c506f1a4cd2006d80c9563f,80,750
scVI,scVI,63.795,83.615,scVI_11_40_0.1_2_256..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1000_6bcfab0e71be7b8b8187521a7dab74bb,90,1000
scVI,scVI,64.57,83.125,scVI_11_40_0.1_2_256..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1000_7e63be155c506f1a4cd2006d80c9563f,90,1000
scVI,scVI,65.605,83.9025,scVI_11_40_0.1_2_256..scVI..90..features_RNA.log.vst.split_Batch_ID.features.750_6bcfab0e71be7b8b8187521a7dab74bb,90,750
scVI,scVI,65.66,85.11,scVI_11_40_0.1_2_256..scVI..90..features_RNA.log.vst.split_Batch_ID.features.750_7e63be155c506f1a4cd2006d80c9563f,90,750
RNA,harmony,78.115,50.805,harmony_7_Batch_ID_2_0.05_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00,30,1000
RNA,harmony,75.035,51.465,harmony_7_Batch_ID_2_0.05_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.1500_9625657cf22d373e46bdde89031e6f00,30,1500
RNA,harmony,80.43,41.1725,harmony_7_Batch_ID_2_0.05_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.2000_9625657cf22d373e46bdde89031e6f00,30,2000
RNA,harmony,78.58,46.8025,harmony_7_Batch_ID_2_0.05_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00,30,3000
RNA,harmony,82.98,46.5875,harmony_7_Batch_ID_2_0.05_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00,30,500
RNA,harmony,80.095,49.255,harmony_7_Batch_ID_2_0.05_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00,30,750
RNA,harmony,79.36,65.5825,harmony_7_Batch_ID_2_0.05_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00,50,1000
RNA,harmony,77.12,61.58,harmony_7_Batch_ID_2_0.05_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.1500_9625657cf22d373e46bdde89031e6f00,50,1500
RNA,harmony,74.08,61.11,harmony_7_Batch_ID_2_0.05_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.2000_9625657cf22d373e46bdde89031e6f00,50,2000
RNA,harmony,77.45,50.14,harmony_7_Batch_ID_2_0.05_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00,50,3000
RNA,harmony,82.89,69.24,harmony_7_Batch_ID_2_0.05_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00,50,500
RNA,harmony,80.975,66.9875,harmony_7_Batch_ID_2_0.05_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00,50,750
RNA,harmony,80.21,71.0325,harmony_7_Batch_ID_2_0.05_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00,60,1000
RNA,harmony,77.245,65.1275,harmony_7_Batch_ID_2_0.05_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.1500_9625657cf22d373e46bdde89031e6f00,60,1500
RNA,harmony,75.17,62.2225,harmony_7_Batch_ID_2_0.05_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.2000_9625657cf22d373e46bdde89031e6f00,60,2000
RNA,harmony,71.535,59.845,harmony_7_Batch_ID_2_0.05_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00,60,3000
RNA,harmony,83.08,71.7675,harmony_7_Batch_ID_2_0.05_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00,60,500
RNA,harmony,81.31,72,harmony_7_Batch_ID_2_0.05_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00,60,750
RNA,harmony,81.155,73.935,harmony_7_Batch_ID_2_0.05_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00,80,1000
RNA,harmony,79.31,70.1625,harmony_7_Batch_ID_2_0.05_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.1500_9625657cf22d373e46bdde89031e6f00,80,1500
RNA,harmony,75.87,69.0425,harmony_7_Batch_ID_2_0.05_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.2000_9625657cf22d373e46bdde89031e6f00,80,2000
RNA,harmony,71.645,63.02,harmony_7_Batch_ID_2_0.05_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00,80,3000
RNA,harmony,84.415,75.9875,harmony_7_Batch_ID_2_0.05_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00,80,500
RNA,harmony,82.045,74.1325,harmony_7_Batch_ID_2_0.05_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00,80,750
RNA,harmony,89.46,44.85,harmony_8_Batch_ID_2_0.1_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00,30,1000
RNA,harmony,87.97,47.76,harmony_8_Batch_ID_2_0.1_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.1500_9625657cf22d373e46bdde89031e6f00,30,1500
RNA,harmony,87.055,34.38,harmony_8_Batch_ID_2_0.1_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.2000_9625657cf22d373e46bdde89031e6f00,30,2000
RNA,harmony,84.905,29.445,harmony_8_Batch_ID_2_0.1_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00,30,3000
RNA,harmony,85.31,48.37,harmony_8_Batch_ID_2_0.1_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00,30,500
RNA,harmony,90.07,44.9975,harmony_8_Batch_ID_2_0.1_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00,30,750
RNA,harmony,82.955,66.17,harmony_8_Batch_ID_2_0.1_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00,50,1000
RNA,harmony,80.59,60.6975,harmony_8_Batch_ID_2_0.1_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.1500_9625657cf22d373e46bdde89031e6f00,50,1500
RNA,harmony,78.945,56.8175,harmony_8_Batch_ID_2_0.1_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.2000_9625657cf22d373e46bdde89031e6f00,50,2000
RNA,harmony,82.99,44.31,harmony_8_Batch_ID_2_0.1_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00,50,3000
RNA,harmony,84.635,70.23,harmony_8_Batch_ID_2_0.1_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00,50,500
RNA,harmony,83.515,66.6475,harmony_8_Batch_ID_2_0.1_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00,50,750
RNA,harmony,82.675,70.225,harmony_8_Batch_ID_2_0.1_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00,60,1000
RNA,harmony,81.35,65.4925,harmony_8_Batch_ID_2_0.1_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.1500_9625657cf22d373e46bdde89031e6f00,60,1500
RNA,harmony,78.84,60.5425,harmony_8_Batch_ID_2_0.1_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.2000_9625657cf22d373e46bdde89031e6f00,60,2000
RNA,harmony,75.815,56.0425,harmony_8_Batch_ID_2_0.1_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00,60,3000
RNA,harmony,85.345,70.61,harmony_8_Batch_ID_2_0.1_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00,60,500
RNA,harmony,83.845,71.5775,harmony_8_Batch_ID_2_0.1_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00,60,750
RNA,harmony,83.1,73.7975,harmony_8_Batch_ID_2_0.1_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00,80,1000
RNA,harmony,81.505,72.1275,harmony_8_Batch_ID_2_0.1_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.1500_9625657cf22d373e46bdde89031e6f00,80,1500
RNA,harmony,79.715,66.88,harmony_8_Batch_ID_2_0.1_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.2000_9625657cf22d373e46bdde89031e6f00,80,2000
RNA,harmony,75.95,60.38,harmony_8_Batch_ID_2_0.1_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00,80,3000
RNA,harmony,86.095,76.03,harmony_8_Batch_ID_2_0.1_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00,80,500
RNA,harmony,84,76.58,harmony_8_Batch_ID_2_0.1_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00,80,750
scVI,scVI,64.395,79.67,scVI_0_300_0.1_3_256_gene_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1000_7ba47b5adccf432c144954f6ec9123f0,50,1000
scVI,scVI,66.225,80.675,scVI_0_300_0.1_3_256_gene_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.750_7ba47b5adccf432c144954f6ec9123f0,50,750
scVI,scVI,65.28,81.9175,scVI_0_300_0.1_3_256_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1000_127a09bea463363ac62db5bd4063554d,90,1000
scVI,scVI,66.015,82.18,scVI_0_300_0.1_3_256_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.750_127a09bea463363ac62db5bd4063554d,90,750
scVI,scVI,65.815,81.0425,scVI_1_300_0.05_3_256_gene_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1000_7ba47b5adccf432c144954f6ec9123f0,50,1000
scVI,scVI,66.955,80.0625,scVI_1_300_0.05_3_256_gene_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.750_7ba47b5adccf432c144954f6ec9123f0,50,750
scVI,scVI,67.35,78.64,scVI_1_300_0.05_3_256_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1000_127a09bea463363ac62db5bd4063554d,90,1000
scVI,scVI,69.59,79.225,scVI_1_300_0.05_3_256_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.750_127a09bea463363ac62db5bd4063554d,90,750
scVI,scVI,64.165,81.1775,scVI_10_150_0.05_2_256_gene_zinb..scVI..60..features_RNA.log.vst.split_Batch_ID.features.1000_3b9e3ed8dac54bd9d04e434d74ffbb99,60,1000
scVI,scVI,66.355,76.1,scVI_10_150_0.05_2_256_gene_zinb..scVI..60..features_RNA.log.vst.split_Batch_ID.features.750_3b9e3ed8dac54bd9d04e434d74ffbb99,60,750
scVI,scVI,67.9,77.9,scVI_10_150_0.05_2_256_gene_zinb..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1000_8a71cab20d8ba5575858e56d9c6c5e95,80,1000
scVI,scVI,67.835,77.2225,scVI_10_150_0.05_2_256_gene_zinb..scVI..80..features_RNA.log.vst.split_Batch_ID.features.750_8a71cab20d8ba5575858e56d9c6c5e95,80,750
scVI,scVI,65.955,78.555,scVI_11_150_0.05_3_256_gene_zinb..scVI..60..features_RNA.log.vst.split_Batch_ID.features.1000_3b9e3ed8dac54bd9d04e434d74ffbb99,60,1000
scVI,scVI,67.295,79.645,scVI_11_150_0.05_3_256_gene_zinb..scVI..60..features_RNA.log.vst.split_Batch_ID.features.750_3b9e3ed8dac54bd9d04e434d74ffbb99,60,750
scVI,scVI,65.855,79.6575,scVI_11_150_0.05_3_256_gene_zinb..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1000_8a71cab20d8ba5575858e56d9c6c5e95,80,1000
scVI,scVI,68.955,78.935,scVI_11_150_0.05_3_256_gene_zinb..scVI..80..features_RNA.log.vst.split_Batch_ID.features.750_8a71cab20d8ba5575858e56d9c6c5e95,80,750
